Wikidata_URI15	id	Company	Industry	Country	rating	Sales	Profits	Assets	Rank	DBpedia_URI	label	DBpedia_URI15	YAGO_URI15	DBpedia_URI15_Base32
	78	Nissan Motor	Auto & Truck Manufacturers	Japan	43.4	113.7	4.1	133.4	85	http://dbpedia.org/resource/Nissan_Motor	medium	http://dbpedia.org/resource/Nissan		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTJONZWC3Q=
	79	Honda Motor	Auto & Truck Manufacturers	Japan	72.4	96.0	2.6	140.9	86	http://dbpedia.org/resource/Honda_Motor	medium	http://dbpedia.org/resource/Honda		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDPNZSGC===
http://www.wikidata.org/entity/Q294064	80	Vale	Iron & Steel	Brazil	92.7	45.7	4.8	130.4	87	http://dbpedia.org/resource/Vale	high	http://dbpedia.org/resource/Vale		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VTBNRSQ====
http://www.wikidata.org/entity/Q334800	81	PepsiCo	Beverages	United States	118.9	65.5	6.2	74.6	88	http://dbpedia.org/resource/PepsiCo	high	http://dbpedia.org/resource/PepsiCo	http://yago-knowledge.org/resource/PepsiCo	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDFOBZWSQ3P
	82	Hyundai Motor	Auto & Truck Manufacturers	South Korea	41.5	75.0	7.6	114.3	89	http://dbpedia.org/resource/Hyundai_Motor	medium	http://dbpedia.org/resource/Hyundai_Motor_Company		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDZOVXGIYLJL5GW65DPOJPUG33NOBQW46I=
http://www.wikidata.org/entity/Q2103926	83	UnitedHealth Group	Managed Health Care	United States	56.1	110.6	5.5	80.9	90	http://dbpedia.org/resource/UnitedHealth_Group	medium	http://dbpedia.org/resource/UnitedHealth_Group	http://yago-knowledge.org/resource/UnitedHealth_Group	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF2GKZCIMVQWY5DIL5DXE33VOA======
	84	United Technologies	Conglomerates	United States	85.5	57.7	5.1	89.4	92	http://dbpedia.org/resource/United_Technologies	medium	http://dbpedia.org/resource/United_Technologies_Corporation		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONF2GKZC7KRSWG2DON5WG6Z3JMVZV6Q3POJYG64TBORUW63Q=
	85	Saudi Basic Industries	Diversified Chemicals	Saudi Arabia	74.8	50.4	6.6	90.2	94	http://dbpedia.org/resource/Saudi_Basic_Industries	medium	http://dbpedia.org/resource/SABIC		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U2BIJEUG===
http://www.wikidata.org/entity/Q13416787	86	GDF Suez	Electric Utilities	France	45.0	128.0	2.0	268.9	95	http://dbpedia.org/resource/GDF_Suez	medium	http://dbpedia.org/resource/GDF_Suez	http://yago-knowledge.org/resource/GDF_Suez	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R2EIZPVG5LFPI======
http://www.wikidata.org/entity/Q66	87	Boeing	Aerospace & Defense	United States	65.4	81.7	3.9	88.9	96	http://dbpedia.org/resource/Boeing	medium	http://dbpedia.org/resource/Boeing	http://yago-knowledge.org/resource/Boeing	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTPMVUW4ZY=
http://www.wikidata.org/entity/Q81825	88	Caterpillar	Heavy Equipment	United States	58.2	65.9	5.7	89.4	97	http://dbpedia.org/resource/Caterpillar	medium	http://dbpedia.org/resource/Caterpillar		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BORSXE4DJNRWGC4Q=
http://www.wikidata.org/entity/Q548278	89	Standard Chartered	Major Banks	United Kingdom	64.4	26.9	4.9	636.5	98	http://dbpedia.org/resource/Standard_Chartered	medium	http://dbpedia.org/resource/Standard_Chartered	http://yago-knowledge.org/resource/Standard_Chartered	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UMFXGIYLSMRPUG2DBOJ2GK4TFMQ======
http://www.wikidata.org/entity/Q270223	90	E.ON	Electric Utilities	Germany	32.5	174.2	2.9	184.9	99	http://dbpedia.org/resource/E.ON	medium	http://dbpedia.org/resource/E.ON	http://yago-knowledge.org/resource/E.ON	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RJOJ5HA====
http://www.wikidata.org/entity/Q1073327	91	China Merchants Bank	Major Banks	China	44.1	28.4	7.3	547.0	101	http://dbpedia.org/resource/China_Merchants_Bank	medium	http://dbpedia.org/resource/China_Merchants_Bank	http://yago-knowledge.org/resource/China_Merchants_Bank	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFXGCX2NMVZGG2DBNZ2HGX2CMFXGW===
http://www.wikidata.org/entity/Q217123	92	Oracle	Software & Programming	United States	172.0	37.1	10.6	79.4	102	http://dbpedia.org/resource/Oracle	high	http://dbpedia.org/resource/Oracle		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3SMFRWYZI=
http://www.wikidata.org/entity/Q157062	93	Unilever	Food Processing	Netherlands	122.3	67.7	5.9	59.9	103	http://dbpedia.org/resource/Unilever	high	http://dbpedia.org/resource/Unilever	http://yago-knowledge.org/resource/Unilever	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONFWGK5TFOI======
	94	CVS Caremark	Drug Retail	United States	66.0	123.1	3.9	65.9	104	http://dbpedia.org/resource/CVS_Caremark	medium	http://dbpedia.org/resource/CVS_Health	http://yago-knowledge.org/resource/CVS_Caremark	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q2WKNPUQZLBNR2GQ===
http://www.wikidata.org/entity/Q487494	95	Tesco	Food Retail	United Kingdom	46.9	102.8	4.5	81.1	105	http://dbpedia.org/resource/Tesco	medium	http://dbpedia.org/resource/Tesco	http://yago-knowledge.org/resource/Tesco	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDFONRW6===
	96	China Life Insurance	Life & Health Insurance	China	79.9	63.2	1.8	304.6	106	http://dbpedia.org/resource/China_Life_Insurance	medium	http://dbpedia.org/resource/China_Life_Insurance_Company		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFXGCX2MNFTGKX2JNZZXK4TBNZRWKX2DN5WXAYLOPE======
	97	China Minsheng Banking	Regional Banks	China	43.9	27.9	6.1	515.5	107	http://dbpedia.org/resource/China_Minsheng_Banking	medium	http://dbpedia.org/resource/Minsheng_Banking_Corp		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLJNZZWQZLOM5PUEYLONNUW4Z27INXXE4A=
http://www.wikidata.org/entity/Q8704	98	Walt Disney	Broadcasting & Cable	United States	104.0	42.8	5.6	80.6	108	http://dbpedia.org/resource/Walt_Disney	high	http://dbpedia.org/resource/Walt_Disney	http://yago-knowledge.org/resource/Walt_Disney	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3BNR2F6RDJONXGK6I=
http://www.wikidata.org/entity/Q194360	99	American Express	Consumer Financial Services	United States	73.0	33.8	4.5	153.1	108	http://dbpedia.org/resource/American_Express	medium	http://dbpedia.org/resource/American_Express	http://yago-knowledge.org/resource/American_Express	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLNMVZGSY3BNZPUK6DQOJSXG4Y=
	100	Mitsubishi Corp	Trading Companies	Japan	32.1	67.2	5.5	152.6	110	http://dbpedia.org/resource/Mitsubishi_Corp	medium	http://dbpedia.org/resource/Mitsubishi_Corporation		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLJORZXKYTJONUGSX2DN5ZHA33SMF2GS33O
	101	Cnooc	Oil & Gas Operations	Hong Kong-China	84.3	39.2	10.1	73.2	111	http://dbpedia.org/resource/Cnooc	medium	http://dbpedia.org/resource/China_National_Offshore_Oil_Corporation		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFXGCX2OMF2GS33OMFWF6T3GMZZWQ33SMVPU62LML5BW64TQN5ZGC5DJN5XA====
http://www.wikidata.org/entity/Q212322	102	GlaxoSmithKline	Pharmaceuticals	United Kingdom	111.1	43.0	7.4	63.5	112	http://dbpedia.org/resource/GlaxoSmithKline	high	http://dbpedia.org/resource/GlaxoSmithKline	http://yago-knowledge.org/resource/GlaxoSmithKline	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3MMF4G6U3NNF2GQS3MNFXGK===
	103	Hon Hai Precision	Electronics	Taiwan	32.1	132.1	10.7	65.8	113	http://dbpedia.org/resource/Hon_Hai_Precision	medium	http://dbpedia.org/resource/Foxconn		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RTPPBRW63TO
http://www.wikidata.org/entity/Q1282130	104	Ecopetrol	Oil & Gas Operations	Colombia	116.2	39.0	8.4	64.4	114	http://dbpedia.org/resource/Ecopetrol	high	http://dbpedia.org/resource/Ecopetrol	http://yago-knowledge.org/resource/Ecopetrol	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLDN5YGK5DSN5WA====
	105	China Shenhua Energy	Diversified Metals & Mining	China	70.8	39.7	7.7	70.2	115	http://dbpedia.org/resource/China_Shenhua_Energy	medium	http://dbpedia.org/resource/China_Shenhua_Energy_Company		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFXGCX2TNBSW42DVMFPUK3TFOJTXSX2DN5WXAYLOPE======
	106	US Bancorp	Major Banks	United States	63.8	22.2	5.6	353.9	116	http://dbpedia.org/resource/US_Bancorp	medium	http://dbpedia.org/resource/U.S._Bancorp		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VJOKMXF6QTBNZRW64TQ
http://www.wikidata.org/entity/Q53238	107	Hitachi	Electronics	Japan	28.5	116.8	4.2	113.2	117	http://dbpedia.org/resource/Hitachi	medium	http://dbpedia.org/resource/Hitachi	http://yago-knowledge.org/resource/Hitachi	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDJORQWG2DJ
	108	Nordea Bank	Regional Banks	Sweden	47.1	23.2	4.2	892.6	118	http://dbpedia.org/resource/Nordea_Bank	medium	http://dbpedia.org/resource/Nordea		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTPOJSGKYI=
http://www.wikidata.org/entity/Q1425316	109	Schlumberger	Oil Services & Equipment	Netherlands	105.5	42.3	5.5	61.5	119	http://dbpedia.org/resource/Schlumberger	high	http://dbpedia.org/resource/Schlumberger	http://yago-knowledge.org/resource/Schlumberger	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3DNBWHK3LCMVZGOZLS
http://www.wikidata.org/entity/Q152051	110	Bayer	Diversified Chemicals	Germany	84.9	52.5	3.2	65.6	120	http://dbpedia.org/resource/Bayer	medium	http://dbpedia.org/resource/Bayer	http://yago-knowledge.org/resource/Bayer	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBPFSXE===
http://www.wikidata.org/entity/Q908931	111	Reliance Industries	Oil & Gas Operations	India	50.4	70.3	3.9	64.2	121	http://dbpedia.org/resource/Reliance_Industries	medium	http://dbpedia.org/resource/Reliance_Industries	http://yago-knowledge.org/resource/Reliance_Industries	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTFNRUWC3TDMVPUS3TEOVZXI4TJMVZQ====
http://www.wikidata.org/entity/Q607131	112	MetLife	Diversified Insurance	United States	44.0	68.2	1.3	836.8	122	http://dbpedia.org/resource/MetLife	medium	http://dbpedia.org/resource/MetLife	http://yago-knowledge.org/resource/MetLife	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLFORGGSZTF
http://www.wikidata.org/entity/Q306764	113	Abbott Laboratories	Pharmaceuticals	United States	53.6	39.9	6.0	67.2	123	http://dbpedia.org/resource/Abbott_Laboratories	medium	http://dbpedia.org/resource/Abbott_Laboratories	http://yago-knowledge.org/resource/Abbott_Laboratories	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLCMJXXI5C7JRQWE33SMF2G64TJMVZQ====
http://www.wikidata.org/entity/Q1437502	114	Iberdrola	Electric Utilities	Spain	33.6	45.1	3.7	121.7	124	http://dbpedia.org/resource/Iberdrola	medium	http://dbpedia.org/resource/Iberdrola	http://yago-knowledge.org/resource/Iberdrola	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLCMVZGI4TPNRQQ====
	115	Mitsui & Co	Trading Companies	Japan	27.0	63.4	5.2	109.3	126	http://dbpedia.org/resource/Mitsui_&_Co	medium	http://dbpedia.org/resource/Mitsui_&_Co.		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLJORZXK2K7EZPUG3ZO
http://www.wikidata.org/entity/Q605565	116	Swiss Re	Diversified Insurance	Switzerland	30.8	33.6	4.3	215.8	127	http://dbpedia.org/resource/Swiss_Re	medium	http://dbpedia.org/resource/Swiss_Re	http://yago-knowledge.org/resource/Swiss_Re	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3XNFZXGX2SMU======
	117	China Citic Bank	Regional Banks	China	32.5	24.4	4.9	474.7	128	http://dbpedia.org/resource/China_Citic_Bank	medium	http://dbpedia.org/resource/China_CITIC_Bank		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFXGCX2DJFKESQ27IJQW42Y=
	118	Home Depot	Home Improvement Retail	United States	103.3	74.8	4.5	41.1	129	http://dbpedia.org/resource/Home_Depot	high	http://dbpedia.org/resource/The_Home_Depot		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDIMVPUQ33NMVPUIZLQN52A====
http://www.wikidata.org/entity/Q1656230	119	Phillips 66	Oil & Gas Operations	United States	39.9	166.1	4.1	48.1	130	http://dbpedia.org/resource/Phillips_66	medium	http://dbpedia.org/resource/Phillips_66		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDINFWGY2LQONPTMNQ=
http://www.wikidata.org/entity/Q806693	120	Bank of Montreal	Major Banks	Canada	41.0	20.9	4.1	542.9	131	http://dbpedia.org/resource/Bank_of_Montreal	medium	http://dbpedia.org/resource/Bank_of_Montreal	http://yago-knowledge.org/resource/Bank_of_Montreal	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTBNZVV633GL5GW63TUOJSWC3A=
	121	Credit Suisse Group	Investment Services	Switzerland	37.1	42.5	1.6	1009.6	132	http://dbpedia.org/resource/Credit_Suisse_Group	medium	http://dbpedia.org/resource/Credit_Suisse		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3SMVSGS5C7KN2WS43TMU======
http://www.wikidata.org/entity/Q467752	122	Verizon Communications	Telecommunications services	United States	137.3	115.8	0.9	225.2	134	http://dbpedia.org/resource/Verizon_Communications	high	http://dbpedia.org/resource/Verizon_Communications	http://yago-knowledge.org/resource/Verizon_Communications	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VTFOJUXU33OL5BW63LNOVXGSY3BORUW63TT
	123	EADS	Aerospace & Defense	Netherlands	46.0	74.5	1.6	115.5	135	http://dbpedia.org/resource/EADS	medium	http://dbpedia.org/resource/EADS	http://yago-knowledge.org/resource/EADS	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RKBIRJQ====
http://www.wikidata.org/entity/Q1340361	124	State Bank of India	Regional Banks	India	28.1	35.1	3.0	359.1	136	http://dbpedia.org/resource/State_Bank_of_India	medium	http://dbpedia.org/resource/State_Bank_of_India	http://yago-knowledge.org/resource/State_Bank_of_India	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3UMF2GKX2CMFXGWX3PMZPUS3TENFQQ====
http://www.wikidata.org/entity/Q14289857	125	News Corp	Broadcasting & Cable	United States	70.6	34.3	4.0	62.7	137	http://dbpedia.org/resource/News_Corp	medium	http://dbpedia.org/resource/News_Corp		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TTFO5ZV6Q3POJYA====
http://www.wikidata.org/entity/Q15805	126	Hutchison Whampoa	Conglomerates	Hong Kong-China	45.1	31.3	3.4	103.7	137	http://dbpedia.org/resource/Hutchison_Whampoa	medium	http://dbpedia.org/resource/Hutchison_Whampoa	http://yago-knowledge.org/resource/Hutchison_Whampoa	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SDVORRWQ2LTN5XF6V3IMFWXA33B
http://www.wikidata.org/entity/Q1073540	127	China Telecom	Telecommunications services	China	42.0	44.9	2.4	87.4	139	http://dbpedia.org/resource/China_Telecom	medium	http://dbpedia.org/resource/China_Telecom	http://yago-knowledge.org/resource/China_Telecom	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3INFXGCX2UMVWGKY3PNU======
	128	Capital One Financial	Consumer Financial Services	United States	32.1	23.8	3.5	312.9	140	http://dbpedia.org/resource/Capital_One_Financial	medium	http://dbpedia.org/resource/Capital_One		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BOBUXIYLML5HW4ZI=
	129	Repsol YPF	Oil & Gas Operations	Spain	28.8	77.7	2.7	81.2	141	http://dbpedia.org/resource/Repsol_YPF	medium	http://dbpedia.org/resource/Repsol	http://yago-knowledge.org/resource/Repsol_YPF	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UTFOBZW63A=
http://www.wikidata.org/entity/Q1516410	130	Suncor Energy	Oil & Gas Operations	Canada	47.3	38.8	2.8	76.8	142	http://dbpedia.org/resource/Suncor_Energy	medium	http://dbpedia.org/resource/Suncor_Energy	http://yago-knowledge.org/resource/Suncor_Energy	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3VNZRW64S7IVXGK4THPE======
	131	Industrial Bank	Regional Banks	China	38.2	18.7	4.1	382.3	142	http://dbpedia.org/resource/Industrial_Bank	medium	http://dbpedia.org/resource/Industrial_bank		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLOMR2XG5DSNFQWYX3CMFXGW===
	132	PTT PCL	Oil & Gas Operations	Thailand	32.9	89.9	3.4	53.3	144	http://dbpedia.org/resource/PTT_PCL	medium	http://dbpedia.org/resource/PTT_Public_Company_Limited		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UCUKRPVA5LCNRUWGX2DN5WXAYLOPFPUY2LNNF2GKZA=
	133	ENEL	Electric Utilities	Italy	32.2	111.9	1.1	226.3	145	http://dbpedia.org/resource/ENEL	medium	http://dbpedia.org/resource/Enel		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLOMVWA====
http://www.wikidata.org/entity/Q230479	134	Target	Discount Stores	United States	43.1	73.3	3.0	48.2	147	http://dbpedia.org/resource/Target	medium	http://dbpedia.org/resource/Target		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDBOJTWK5A=
	135	Softbank	Telecommunications services	Japan	47.2	38.7	3.8	58.3	148	http://dbpedia.org/resource/Softbank	medium	http://dbpedia.org/resource/SoftBank		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U3PMZ2EEYLONM======
http://www.wikidata.org/entity/Q731938	136	AstraZeneca	Pharmaceuticals	United Kingdom	58.0	28.6	6.4	52.4	149	http://dbpedia.org/resource/AstraZeneca	medium	http://dbpedia.org/resource/AstraZeneca	http://yago-knowledge.org/resource/AstraZeneca	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QLTORZGCWTFNZSWGYI=
http://www.wikidata.org/entity/Q2013357	137	Occidental Petroleum	Oil & Gas Operations	United States	67.4	24.3	4.6	64.2	151	http://dbpedia.org/resource/Occidental_Petroleum	medium	http://dbpedia.org/resource/Occidental_Petroleum	http://yago-knowledge.org/resource/Occidental_Petroleum	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3DMNUWIZLOORQWYX2QMV2HE33MMV2W2===
http://www.wikidata.org/entity/Q1852556	138	Philip Morris International	Tobacco	United States	150.6	31.4	8.8	37.7	152	http://dbpedia.org/resource/Philip_Morris_International	high	http://dbpedia.org/resource/Philip_Morris_International	http://yago-knowledge.org/resource/Philip_Morris_International	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UDINFWGS4C7JVXXE4TJONPUS3TUMVZG4YLUNFXW4YLM
http://www.wikidata.org/entity/Q191715	139	Time Warner	Broadcasting & Cable	United States	53.0	28.7	3.0	68.3	153	http://dbpedia.org/resource/Time_Warner	medium	http://dbpedia.org/resource/Time_Warner	http://yago-knowledge.org/resource/Time_Warner	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VDJNVSV6V3BOJXGK4Q=
	140	UniCredit Group	Major Banks	Italy	29.0	54.2	1.1	1221.9	154	http://dbpedia.org/resource/UniCredit_Group	medium	http://dbpedia.org/resource/UniCredit		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VLONFBXEZLENF2A====
http://www.wikidata.org/entity/Q1652574	141	Manulife Financial	Life & Health Insurance	Canada	27.8	37.3	1.6	488.2	156	http://dbpedia.org/resource/Manulife_Financial	medium	http://dbpedia.org/resource/Manulife_Financial	http://yago-knowledge.org/resource/Manulife_Financial	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6TLBNZ2WY2LGMVPUM2LOMFXGG2LBNQ======
	142	Glencore International	Diversified Metals & Mining	Switzerland	41.7	214.4	1.0	105.5	157	http://dbpedia.org/resource/Glencore_International	medium	http://dbpedia.org/resource/Glencore		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6R3MMVXGG33SMU======
	143	ABB	Conglomerates	Switzerland	53.4	40.1	2.8	48.8	158	http://dbpedia.org/resource/ABB	medium	http://dbpedia.org/resource/ABB_Group		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QKCIJPUO4TPOVYA====
	144	TNK-BP Holding	Oil & Gas Operations	Russia	33.0	43.3	7.6	43.3	159	http://dbpedia.org/resource/TNK-BP_Holding	medium	http://dbpedia.org/resource/TNK-BP		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VCOJMWUEUA=
http://www.wikidata.org/entity/Q856411	145	British American Tobacco	Tobacco	United Kingdom	102.0	24.1	6.1	44.2	159	http://dbpedia.org/resource/British_American_Tobacco	high	http://dbpedia.org/resource/British_American_Tobacco	http://yago-knowledge.org/resource/British_American_Tobacco	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QTSNF2GS43IL5AW2ZLSNFRWC3S7KRXWEYLDMNXQ====
	146	Canadian Imperial Bank	Major Banks	Canada	32.3	17.1	3.3	393.2	161	http://dbpedia.org/resource/Canadian_Imperial_Bank	medium	http://dbpedia.org/resource/Canadian_Imperial_Bank_of_Commerce		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6Q3BNZQWI2LBNZPUS3LQMVZGSYLML5BGC3TLL5XWMX2DN5WW2ZLSMNSQ====
http://www.wikidata.org/entity/Q357706	147	Vinci	Construction Services	France	25.4	51.7	2.5	80.9	162	http://dbpedia.org/resource/Vinci	medium	http://dbpedia.org/resource/Vinci		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6VTJNZRWS===
http://www.wikidata.org/entity/Q795933	148	BG Group	Oil & Gas Operations	United Kingdom	60.6	19.3	4.6	64.4	163	http://dbpedia.org/resource/BG_Group	medium	http://dbpedia.org/resource/BG_Group	http://yago-knowledge.org/resource/BG_Group	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6QSHL5DXE33VOA======
http://www.wikidata.org/entity/Q544847	149	Qualcomm	Semiconductors	United States	111.6	20.5	6.6	44.8	164	http://dbpedia.org/resource/Qualcomm	high	http://dbpedia.org/resource/Qualcomm	http://yago-knowledge.org/resource/Qualcomm	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6ULVMFWGG33NNU======
http://www.wikidata.org/entity/Q38928	150	PNC Financial Services	Regional Banks	United States	35.3	16.6	3.0	305.1	165	http://dbpedia.org/resource/PNC_Financial_Services	medium	http://dbpedia.org/resource/PNC_Financial_Services	http://yago-knowledge.org/resource/PNC_Financial_Services	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6UCOINPUM2LOMFXGG2LBNRPVGZLSOZUWGZLT
http://www.wikidata.org/entity/Q910401	151	SAIC Motor	Auto & Truck Manufacturers	China	26.7	75.0	3.3	48.1	167	http://dbpedia.org/resource/SAIC_Motor	medium	http://dbpedia.org/resource/SAIC_Motor	http://yago-knowledge.org/resource/SAIC_Motor	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6U2BJFBV6TLPORXXE===
http://www.wikidata.org/entity/Q908144	152	Wesfarmers	Food Retail	Australia	51.9	59.0	2.2	42.9	168	http://dbpedia.org/resource/Wesfarmers	medium	http://dbpedia.org/resource/Wesfarmers	http://yago-knowledge.org/resource/Wesfarmers	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6V3FONTGC4TNMVZHG===
	153	France Telecom	Telecommunications services	France	29.2	57.4	1.5	113.9	169	http://dbpedia.org/resource/France_Telecom	medium	http://dbpedia.org/resource/Orange_S.A.		NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6T3SMFXGOZK7KMXECLQ=
http://www.wikidata.org/entity/Q768231	154	Express Scripts	Healthcare Services	United States	48.9	93.9	1.3	58.1	170	http://dbpedia.org/resource/Express_Scripts	medium	http://dbpedia.org/resource/Express_Scripts	http://yago-knowledge.org/resource/Express_Scripts	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6RLYOBZGK43TL5JWG4TJOB2HG===
http://www.wikidata.org/entity/Q717093	155	Itochu	Trading Companies	Japan	20.2	51.6	3.6	78.1	172	http://dbpedia.org/resource/Itochu	medium	http://dbpedia.org/resource/Itochu	http://yago-knowledge.org/resource/Itochu	NB2HI4B2F4XWIYTQMVSGSYJON5ZGOL3SMVZW65LSMNSS6SLUN5RWQ5I=
